1284,Pavlasek,A.
1285,Bourgue,M.
1286,Samper-Montana,J.
1287,Barrere,G.
1288,Choinski,J.
1289,Escobedo,E.
1290,Willis,M.
1291,Lamasine,T.
1292,Arvidsson,I.
1293,Soderlund,C.
1294,Simonsson,F.
1295,Moeller,M.
1296,Satral,J.
1297,Wessels,L.
1298,Mertl,J.
1299,Nikles,J.
1300,Bellier,A.
1301,Santillan,A.
1302,Cacic,N.
1303,Serdarusic,N.
1304,Lopez-Perez,E.
1305,Shapovalov,D.
1306,Smith,A.
1307,Van Rijthoven,T.
1308,Myneni,S.
1309,Ivashka,I.
1310,Bublik,A.
