25052,(-Born),Janet Daly,F
25053,Daly,John,M
25054,Daly,John,M
25055,Daly,John Joseph,M
25056,Daly,Kirstin Marie,F
25057,Daly,Lesley,F
25058,Daly,"Matthew ""Matt""",M
25059,Daly,"Robert Martin ""Rob""",M
25060,Daly,"John Patrick ""Sean""",M
25061,Daly,"William ""Will""",M
25062,Dalzell,"Samuel ""Sammy""",M
25063,Dam,"Jrgen Nielsen ""Aske""",M
25064,Dam,"Johannes ""Jan""",M
25065,Dam,Hans Peter Ludvig,M
25066,Damado,Franoise Odette,F
25067,Damage,Charif,M
25068,Damaisin,Bertrand ric Hugues,M
25069,Daman,"Jozef ""Jos""",M
25070,Damanhuri,Hamdiah,F
25071,Damaek,Kamil,M
25072,Damaskos,Evangelos,M
25073,Damaskos,Periklis,M
25074,Baadai,Dambadarjaagiin,M
25075,Gantulga,Dambadarjaagiin,M
25076,Battulga,Dambajantsagiin,M
25077,TsendAyuush,Dambajavyn,M
25078,Damballey,Adama,M
25079,Dambier,Frdric,M
25080,Maralgerel,Dambiinyamyn,M
25081,Dambois,Georges,M
25082,Garca,Juan Ignacio Damborenea,M
25083,Dambremat,,M
25084,Dambrun,Maurice Louis Achille,M
25085,Zul,Damdingiin,M
25086,Bandi,Damdinjavyn,M
25087,Boldbayar,Damdinsrengiin,M
25088,Nyamkh,Damdinsrengiin,M
25089,Orgodol,Damdinsrengiin,M
25090,Sldbayar,Damdiny,M
25091,Dame,Edmond,M
25092,Dame,Pierrette,F
25093,Damen,Georgius Bernardus,M
25094,Damen,"Josina Regina Adriana Antonia Maria ""Jos""",F
25095,Dametto,Giancarlo,M
25096,Damian,Mickal,M
25097,Sosa,Victoriano Damin,M
25098,Damian-Andrunache,Georgeta,F
25099,Damiani,Dominique,F
25100,Damiani,Francesco,M
25101,Damiani,Giordano,M
25102,Damiano,Angelo,M
25103,Damianova,Nansy,F
25104,Santos,Leandro Damio da Silva dos,M
25105,Damio,Manuel,M
25106,Damiao,Marcelo Dilglay,M
25107,Damiata,Vincenzo,M
25108,Damigella,Domingo Nicolas,M
25109,Damigella,"Antoinette Helen ""Toni""",F
25110,Damilano,Giorgio,M
25111,Damilano,Maurizio,M
25112,Baatarjav,Damirangiin,M
25113,Damitio,Georges tienne Louis,M
25114,(-Zvodn),Alena Damitov,F
25115,Damjan,Jernej,M
25116,Damjanovi,Miroljub,M
25117,Damjanovi,Sreten,M
25118,Damjanovi,Stipe,M
25119,Damjanovski,Darko,M
25120,Uceda,Marina Damlaimcourt,F
25121,Damm,Martin,M
25122,Damman,Jean,M
25123,Dammann,douard,M
25124,Damme,Jrg,M
25125,Dammers,"Elizabeth ""Elly""",F
25126,Damolin,Ezio,M
25127,(Jenkins-Rovelto),Karol Ann Damon,F
25128,Damon,"Lawrence Snow ""Larry""",M
25129,Damons,Sulette,F
25130,Damor,Dhulchand,M
25131,Damotte,Marie-Louis,M
25132,Dampc,Henryk,M
25133,Dampney,Zara Jade,F
25134,(-Witowska),Jadwiga Damse,F
25135,Damti,Gideon,M
25136,Damyanov,Aleksandar,M
25137,Damyanov,Fedya,M
25138,(-Mocheva),Svobodka Damyanova,F
25139,Dan,Alexandru,M
25140,(-Criu),Aurora Dan,F
25141,Danaux,Julie,F
25142,Dancea,Ilie,M
25143,Dancer,Barry,M
25144,(Ristivojevi-),Sneana Danetovi,F
25145,Dancette,Blandine,F
25146,Dancevic,Frank Russell,M
25147,Danevi,Tinka,F
25148,Danchev,Yordan Nikolov,M
25149,Dancis,"Juris O. ""George""",M
25150,Dancis,"Mikelis Reinis ""Mike""",M
25151,Danco,"Walter Ten Eyck ""Ty""",M
25152,Danda,Bronislav,M
25153,Dandan,Arturo,M
25154,-Reynolds),"Suzanne Dando (-MacLean, -Roberts,",F
25155,III,"John Dane,",M
25156,Daneau,Suzanne,F
25157,Dank,Ludvk,M
25158,Danek,Wodzimierz Marian,M
25159,Danekov,Dagmar,F
25160,Danekova,Silviya Georgieva,F
25161,Daneliczen,Csar,M
25162,(Lakatos),Bla Dner,M
25163,Daneri,Antonio,M
25164,Danesi,Anna,F
25165,Danesin,Daniele,M
25166,Daneu,Ivo,M
25167,Daney,Daniel,M
25168,Dang,Dagobert,M
25169,Hong,Dang,F
25170,Ye-Seo,Dang,F
25171,Dangalakova,Ana,F
25172,Dangalakova,Sonya,F
25173,Dangbo,Pascal,M
25174,Dangerfield,Stuart John,M
25175,Dangol,Ganga Bahadur,M
25176,Dangou,Inoussa,M
25177,Dangpiam,Jarintorn,F
25178,Dangubi,Branko,M
25179,Danguillaume,Jean-Pierre,M
25180,Danhaive,Lola,F
25181,Danho,Thibaut Amani,M
25182,Carvalho,"Daniel ""Dani"" da Cruz",M
25183,Lara,"Daniel ""Dani"" Garca",M
25184,Dni,Nndor,M
25185,Dani,Zsolt,M
25186,Daniar,"Stephen ""Steve""",M
25187,Danich,Vladimir Konstantinovich,M
25188,(-Medac),Patricia Danii,F
25189,(-Wojtaszek),Halina Daniec,F
25190,Daniel,Alvin,M
25191,Daniel,Amas,M
25192,Daniel,Debra,F
25193,(-Drye),"Eleanor Suzanne ""Ellie"" Daniel",F
25194,Daniel,Emmanuel Shinkut,M
25195,Daniel,Grace,F
25196,(Cohen-),Lewis F. Daniel,M
25197,Daniel,Lucas,M
25198,Daniel,Luiz,M
25199,Daniel,Marcela,F
25200,Daniel,Marcia Fernanda,F
25201,Daniel,Marcos Diniz,M
25202,Daniel,Marcos,M
25203,Daniel,Roger Peter,M
25204,Daniel,Taro,M
25205,Daniel,Thomas,M
25206,Daniel,Vicente Hibrahim,M
25207,Krzeptowski,Jzef Daniel,M
25208,Lima,Daniela Alves,F
25209,Daniell,Gladys,F
25210,Daniell,Cyrus Leaf,M
25211,Daniell,Marcus,M
25212,Danielli,Maurizio,M
25213,Danielov,Gheorghe,M
25214,Danielowski,Karl-Heinz,M
25215,Daniels,"Charles Meldrum ""Charlie""",M
25216,Daniels,David Harley,M
25217,Daniels,George Kofi,M
25218,Daniels,Harry Clifton,M
25219,(-Holston),Isabelle Francis Daniels,F
25220,Daniels,Jack Tupper,M
25221,Daniels,Lisa,F
25222,Daniels,Nina,F
25223,Daniels,Oliver,M
25224,Daniels,Quincey,M
25225,Daniels,Victor,M
25226,-Connolly),"Billie Jo Patricia ""Pat"" Daniels-Winslow (-Bank,",F
25227,(-Tangen),Astrid Kristin Danielsen,F
25228,Danielsen,Egil,M
25229,Danielsen,Finn,M
25230,Danielsen,John,M
25231,Danielsen,Otto Gunnar,M
25232,Danielson,Gsta,M
25233,Danielson,Bror Jonny,M
25234,Danielson,"Steven Patrick ""Steve""",M
25235,Danielson,"Lars Tommy Eugen ""Tommy""",M
25236,Danielsson,Sven Jan-Erik,M
25237,(-Hoback),Maria Elisabeth Danielsson,F
25238,Danielsson,"Olof Gustav Arne ""Olle""",M
25239,Danielsson,Bertil Per-Olov,M
25240,Danielsson,Sren Leopold Gustaf,M
25241,Danielsson,Sven-Erik Oskar,M
25242,Danielyan,Ashot,M
25243,Danielyan,Hovhannes,M
25244,Danielyan,Samvel Vladimirovich,M
25245,(-Torpey),Kristen A. Danihy,F
25246,Daniilidou,Eleni,F
25247,Danila,Marie-Lizza Toinette,F
25248,Danilas,Srgio,M
25249,Danilczyk-Zabawska,Krystyna,F
25250,Danild,Fritz Johan,M
25251,Danilevi,Ivo,M
25252,Danilin,Aleksandr Borisovich,M
25253,Danilin,Sergey Vladimirovich,M
25254,(Shmitova-),Nadezhda Anatolyevna Danilina,F
25255,Silva,Danilo Luiz da,M
25256,Danilochkin,Yury Milanovich,M
25257,(-Kirillova),Yelena Igorevna Danilochkina,F
25258,Danilov,Aleksandr,M
25259,Danilov,Olga,F
25260,Danilov,Semyon,M
25261,Danilov,Vasily,M
25262,Danilova,Olga Valeryevna,F
25263,(-Demirdzhiyan),Pelageya Aleksandrovna Danilova,F
25264,Danilova,Tamara,F
25265,Danilovi,Predrag,M
25266,Daniluk,Iwona,F
25267,Daniluk,Jacek Andrzej,M
25268,Daniluk,Piotr,M
25269,Daninthe,Sarah Delphine lonore,F
25270,Dani,Ferdinand,M
25271,Dani,Ivan,M
25272,Daniszewski,Mariusz,M
25273,Danjou,Isabelle,F
25274,Dankbaar,"William ""Bill""",M
25275,Dankers,Arne,M
25276,Danko,Taras Hryhoriyovych,M
25277,Dankwa,Michael Ebo,M
25278,Danloux,Pierre Jules,M
25279,Dannacher,Albin,M
25280,Dannaher,"Patrick ""Pat""",M
25281,Danne,Gunther,M
25282,Danne,Wolfgang,M
25283,Danneberg,Jochen,M
25284,Danneberg,Rolf,M
25285,Dannenberg,Erich,M
25286,Danner,"Friedrich ""Fritz""",M
25287,Danney,Ian Andrew,M
25288,Dannhauer,Rudolf,M
25289,Dannhauer-Borges,Renate,F
25290,Dannin,Leo,M
25291,Dannoux,Louis,M
25292,Gomes,"Daniel Miguel ""Danny"" Alves",M
25293,Dao,Jozef,M
25294,Danoe,Ashari,M
25295,Danois,Johanna,F
25296,Danou,Maria,F
25297,Danov,Miroslav,M
25298,Dansereau,Alain,M
25299,Danshina,Tatyana,F
25300,Dansoko,Mohamed Lamine,M
25301,Danson,Alan,M
25302,Danson,"Alexandra Mary L. ""Alex""",F
25303,(-Tan),Yvonne Margaret Danson,F
25304,Dansou,Alois,M
25305,Amaral,Damiris Dantas do,F
25306,Dantas,Emilson da Silva,M
25307,Amaral,Dante Guimares Santos do,M
25308,Dant,Djnbou,F
25309,Dantley,Adrian Delano,M
25310,Dantu,Georges Victor Laurent,M
25311,Dantzler,"Thomas Curtis ""T. C.""",M
25312,Dantzscher,Jamie Annette,F
25313,Danudirdjo,Ashari,M
25314,Danuser,Christian,M
25315,(-Smith-),"Natasha De'Anka ""Tasha"" Danvers",F
25316,Dan,Margit,F
25317,Danylchenko,Serhiy Petrovych,M
25318,Danyluk,"Terence ""Terry""",M
25319,Danz,Ottomar Fritz Max,M
25320,Sereeter,Danzandarjaagiin,M
25321,Narantungalag,Danzangiin,M
25322,Danze,Anthony,M
25323,Danzer,Emmerich,M
25324,(-Brunner),Frieda Dnzer,F
25325,Dao,Fanta,F
25326,Dao,Outsana,M
25327,Daou,Michel,M
25328,Daoud,Abdul Karim,M
25329,Daoud,Amar,M
25330,Daoust,Melodie,F
25331,Dapiran,Francesco,M
25332,Daprel,Fabio,M
25333,Daquin,Dominique,M
25334,Dar,Asif Kamran,M
25335,Dar,Munir Ahmed,M
25336,Dar,Tanvir Ahmad,M
25337,Dar,Tauqir,M
25338,Diniz,"Fabiana ""Dara"" Carvalho Carneiro",F
25339,Dara,Ali Iqtidar Shah,M
25340,Dara,Eszter,F
25341,Dara,Sofia,F
25342,Drban,Radu,M
25343,Darahan,Oleksandr Serhiyovych,M
25344,Darakchiev,Petar Ivanov,M
25345,Darami,El-Hassania,F
25346,(Darany-),Jzsef Darnyi,M
25347,Daras,Bogdan Stanisaw,M
25348,Darasuriyong,Siriroj,M
25349,Darzs,Pter,M
25350,Darzs,Rzsa,F
25351,Darbelet,Benjamin Ren Pierre,M
25352,Darbinyan,Eduard,M
25353,Darbou,Ren,M
25354,Darby,Angie,F
25355,Darby,Arthur John Lovett,M
25356,Darby,"Harry ""Sonny""",M
25357,Darby-Dowman,Paul,M
25358,Darbyshire-McRory,Carolyn,F
25359,Darcey,"Thomas Arthur ""Tom""",M
25360,Darchinyan,"Vakhtang ""Vic""",M
25361,Darcis,Steve,M
25362,Dare,Alison,F
25363,Dar,Gastone,M
25364,Darfalou,Oussama,M
25365,Darfeuille,Jean-Luc,M
25366,Dargein,Vincent,M
25367,Savarit,France Thrse Louise Darget,F
25368,Dargis,"Stanley ""Stan""",M
25369,Dargouth,Abdeslem,M
25370,Darien,Garfield,M
25371,Darioli,Adriano,M
25372,(-Parker),Hana Dariusov,F
25373,Darivas,Georgios,M
25374,Darkey,"Joseph ""Joe""",M
25375,Darleux,Clopatre,F
25376,Darlev,Risto,M
25377,Darley,Mark Algernon Quinn,M
25378,Darling,"Charles Frick ""Chuck""",M
25379,Darling,Dennis Theodore,M
25380,Darling,Hannah,F
25381,Darling,Michael,M
25382,Darling,"Thomas Ward ""Tom""",M
25383,Paula,Darly Zogbi de,F
25384,Darmanin,Lisa,F
25385,Darmanin,Louis A.,M
25386,Darmanin,Richard,M
25387,Darmet,Bernard,M
25388,Darmon,Ron,M
25389,Darnel,Neslihan Demir,F
25390,Darnis,A.,M
25391,Darnowski,Constance Stella,F
25392,Darnton,"William Thomas ""Bill""",M
25393,Darnyi,Tams,M
25394,Daroueche,Maoulida,M
25395,Darouy,Jean-Claude,M
25396,Darra,Abdelali,M
25397,Darragh,"Mackenzie ""Mack""",M
25398,Darragh,Paul,M
25399,Darragon,Roddy,M
25400,Darraidou,Santiago,M
25401,Darrell,"Albert Francis ""Bert""",M
25402,Darricau,Henri Guy,M
25403,Darricau,Yves Daniel,M
25404,Darrien,Lon,M
25405,Darrigade,Sbastien,M
25406,Darsigny,Yvan,M
25407,Darski,Tomasz,M
25408,Dartigues,Henri,M
25409,(-Bice),Olivette Daruhi,F
25410,Darvas,Mikls,M
25411,Darvill,Michelle Denise,F
25412,(Darvishsefad-),Yu Darvish,M
25413,Darwish,Aya Nasr Al-Din Ibrahim Ali,F
25414,Almatbouli,Ihab Mahmud Darwish,M
25415,Darwish,"Amin ""Mimi""",M
25416,Darwish,Mohamed Abdullah Abbas,M
25417,Darwish,Ahmed Murad,M
25418,Darwish,Ramadan Darwish Ramadan,M
25419,Darwitz,Natalie Rose,F
25420,Oliveira,Dary Batista de,M
25421,Dary,Jean Robert Georges Marie,M
25422,Drzi,Lauris,M
25423,Darynkiewicz,Olgierd Piotr,M
25424,Das,Ankita,F
25425,Das,Atanu,M
25426,Das,Durga Charan,M
25427,Das,Mouma,F
25428,Das,Niranjan,M
25429,Das,Robi,M
25430,Neves,Ivonete das,F
25431,Dasaolu,Oyeyemi Olugbenga Olatokunbo James,M
25432,Dasayev,Rinat Fayzrakhmanovich,M
25433,Romeu,Claudia Dasca,F
25434,Dascl,Ana Iulia,F
25435,Dsclescu,Iliu,M
25436,Dasclu,Mihaela,F
25437,Dscher,Andreas,M
25438,Dascher,Georg,M
25439,Dscher,Hans,M
25440,Dascoulias,Peter George,M
25441,Dadelen,Aylin,F
25442,Dademir-Kocaaa,Tuba,F
25443,Dash,Harold N.,M
25444,Dashchinsky,Dmitry Vladimirovich,M
25445,Makhashiri,Dashdendeviin,M
25446,Tserentogtokh,Dashdorjiin,M
25447,Battulga,Dashgombyn,M
25448,Dashidorzhiyeva,Tuyana Norpolovna,F
25449,Mnkhbat,Dashjamtsyn,M
25450,Tmrbaatar,Dashjamtsyn,M
25451,Olzvoi,Dashnyamyn,M
25452,Tmr-Ochir,Dashnyamyn,M
25453,Saintsetseg,Dashtserengiin,F
25454,Ochirskh,Dashzevegiin,M
25455,Ariunaa,Dashzevgiin,F
25456,Namjilmaa,Dashzevgiin,F
25457,Dai-Kiti,Svetlana,F
25458,Dasko,Mikhail Antonovich,M
25459,Daler,Uwe,M
25460,Dasor,Emmanuel Kwame,M
25461,Dasovi,Eugen,M
25462,Dasque,Juan Carlos,M
25463,Myagmar,Dasrangiin,M
25464,Dass,Amala,M
25465,Dass,Janini,M
25466,Dasse,Bonnie Lee,F
25467,Dasse,Claude,M
25468,Dasso,Naldo Miguel,M
25469,Drago,"Guillermo Ignacio Nicols ""Willy"" Dasso",M
25470,Dastagir,Aka-Jahan,M
25471,Dastagir,Ghulam,M
25472,Dastarac,"Serge ""Sadi""",M
25473,Dastgerdi,Iraj,M
25474,Dasuda,Dary,M
25475,Daszek,Micha,M
25476,(-Ptak),Ra Data,F
25477,Datar,Sadashir V.,M
25478,Datcu,Ilie,M
25479,Date,Jiichiro,M
25480,(-Krumm),Kimiko Date,F
25481,Dates,Pedro Jacobo,M
25482,Datnsk,Vra,F
25483,Datsinski,Trifon,M
25484,Datsyuk,Pavel Valeryevich,M
25485,Dattuyawat,Suriya,M
25486,Datunashvili,Zurabi,M
25487,Dtwyler,Jean-Daniel,M
25488,Dtwyler,Paul,M
25489,Silhouette,Henri Lon Ernest Dauban de,M
25490,Daubenspeck,"Philip Burton ""Phil""",M
25491,Duber,Friedl,M
25492,Daubinet,Ren,M
25493,Daubney,Simon Leslie,M
25494,Dauchez,Albert,M
25495,Daucourt,Chantal,F
25496,Daudet,Joris Nattan,M
25497,Daudet,Sandrine,F
25498,Dauelsberg,Elard,M
25499,Dauer,Robert,M
25500,Chevalerie,Raoul Constantin Joseph Ghislain Daufresne de la,M
25501,Fruensgaard),Line Daugaard (-Widt,F
25502,Daugavi,Kaspars,M
25503,Daug,Catherine,F
25504,Polos,John Daukom,M
25505,Daumain,Auguste Mose,M
25506,(-Richthammer),Gerda Daumerlang,F
25507,Daun,Per Anders,M
25508,Daunakamakama,Autiko Waquawuca,M
25509,Daunay,Christelle,F
25510,Dauner,Charles C.,M
25511,(Kaagina-),Tamra Dauniene,F
25512,Daunis,Georges Clestin,M
25513,Daunt,John Hubert Edward,M
25514,Dauphin,Francois,M
25515,Dauphin,Robert Corentin ,M
25516,Daurelle,Jean-Philippe,M
25517,Dauris,Jean-Louis,M
25518,Dauris,Jean-Marie,M
25519,Daurov,Soslan Tamazovich,M
25520,Dauser,Lukas,M
25521,Daukne,Inga,F
25522,Daussy,Georges Jean,M
25523,Dautartas,Edvinas,M
25524,Dauth,Thorsten,M
25525,Dautherives,Claire,F
25526,Dauven,Francine,F
25527,Dauven,Jean,M
25528,Dauvet,mile,M
25529,Dauwe,Johnny,M
25530,Dauwens,Axelle,F
25531,Tmrkhleg,Davaadorjiin,M
25532,Enkhee,Davaagiin,F
25533,Dorjbat,Davaasambuugiin,M
25534,Otgontsetseg,Davaasukhiin,F
25535,Oyuuntuyaa,Davaasrengiin,F
25536,Noriega,Jos Luis Dvalos,M
25537,Davanger,Flemming,M
25538,Davari,Javad,M
25539,Davaris,Khristos,M
25540,Karekani,Saeid Davarpanah Fard,M
25541,Davelaar,Rodion Rosko,M
25542,Davenport,Ira Nelson,M
25543,Davenport,Lara Shiree,F
25544,Davenport,Lindsay Ann,F
25545,Davenport,Ross Paul,M
25546,Davenport,"Wilbur D. ""Willie""",M
25547,Jr.,"Winthrop ""Wink"" Davenport,",M
25548,Daveua,Raijieli,F
25549,Davey,"Charles Frederick ""Charlie""",M
25550,(-Hamilton),Edna May Davey,F
25551,Davey,"John Gerald ""Gerry""",M
25552,Davey,James,M
25553,Davey,John Philip,M
25554,Davey,Randall Vernon,M
25555,Silva,"David ""Davi"" Cortez",M
25556,Fernndez,Jorge David Lpez,M
25557,David,Alain,M
25558,David,Albert,M
25559,David,Areneo,M
25560,David,Charles Aitken,M
25561,David,Constantin,M
25562,David,Franck Olivier Christian Franois,M
25563,(-Pascin),Hermine Lionette Cartan David,F
25564,Dvid,Imre,M
25565,David,Ion,M
25566,David,Ivan,M
25567,David,Ji,M
25568,David,Kaingaue,F
25569,David,Karel,M
25570,David,Lubomr,M
25571,Dvid,"Magdolna ""Magda""",F
25572,Dvid,Mihly,M
25573,(Rcz-),Ophlie David,F
25574,David,Thophile,M
25575,Davide,Klberson,M
25576,Davidenko,Vasily Aleksandrovich,M
25577,Davidge,"Christopher Guy Vere ""Chris""",M
25578,Davidon,Ruth A.,F
25579,(-Podvnov),Pavla Davidov,F
25580,Davidovich,Alexander,M
25581,Davidovich,Andrea,F
25582,Davidovich,Maayan,F
25583,Davidovitz,Yair,M
25584,Davids,Adolf Karl Oskar,M
25585,Davids,Henry D.,M
25586,Davids,Illse,F
25587,Davidsen,Ingolf Martin,M
25588,Davidsen,Mette,F
25589,Davidsen,ivin,M
25590,Davidson,Alan Edward,M
25591,Davidson,Bruce Oram,M
25592,Davidson,Chris,M
25593,Davidson,Colin John,M
25594,Davidson,David Lawrence,M
25595,Davidson,Emanuel,M
25596,Davidson,George,M
25597,Davidson,Lilian Lucy,F
25598,Davidson,"Michael James ""Mike""",M
25599,Davidson,Robert,M
25600,Davidson,"Ronald ""Ron""",M
25601,Davidson,William Phythian,M
25602,Davidson-Alley,Rhonda,F
25603,Davie,"Theodore L. S. ""Scott""",M
25604,Davies,Alison Nicole,F
25605,Davies,Alun,M
25606,Davies,Andrew,M
25607,Davies,Arthur,M
25608,Davies,Carl,M
25609,Davies,Caryn,F
25610,Davies,Charles C.,M
25611,Davies,"Charles Desmond ""Charlie""",M
25612,Davies,Christopher,M
25613,(-Sanders),Cissy Davies,F
25614,Davies,Craig,M
25615,Davies,"David ""Dave""",M
25616,Davies,"Richard Allen ""Dick""",M
25617,Davies,"Edward ""Eddie""",M
25618,(-Jones),Emma Davies,F
25619,(Berry-),"Eva Nancy ""Eve"" Davies",F
25620,Davies,Georgia Beth,F
25621,Davies,John Goldup,M
25622,Davies,Grant Jon,M
25623,Davies,Howard Granville,M
25624,Davies,Ian,M
25625,Davies,"John Francis ""Jack""",M
25626,(-Gunn),"Jacqueline ""Jackie"" Davies",F
25627,Davies,James,M
25628,Davies,"James Arthur ""Jim""",M
25629,Davies,"James W. ""Jimmy""",M
25630,Davies,Joanne,F
25631,Davies,John Llewellyn,M
25632,Davies,John Griffith,M
25633,Davies,"Judith Joy ""Judy-Joy""",F
25634,Davies,Julian,M
25635,Davies,Lynn,M
25636,Davies,Mandy Joanna,F
25637,(-Spencer),Marion Tiefy Davies,F
25638,Davies,Mercer John,M
25639,Davies,Natalie,F
25640,Davies,Rhian,F
25641,Davies,"Robert ""Robbie""",M
25642,Davies,Robert M. Finden,M
25643,Davies,"Rodney ""Rod""",M
25644,Davies,Ronald,M
25645,(-Clayton),Samantha Dawn Davies,F
25646,-Kingston),"Sharron Elizabeth Davies (-Crisp, -Redmond,",F
25647,Davies,Stephen John,M
25648,Davies,"Teifion ""Taffy""",M
25649,Davies,"Terence Rodney ""Terry""",M
25650,Davies,Trevor C.,M
25651,Davies,"Patricia Joan ""Trish""",F
25652,(-Latham),Elizabeth Valerie Davies,F
25653,Davies,William Maurice J.,M
25654,Davies,William Richard,M
25655,Davies-Hale,Paul R.,M
25656,McAllister,Alejandro Davila,M
25657,Montiel,Bayardo Antonio Davila,M
25658,Robledo,Francisco Domingo Dvila,M
25659,Quijano,Jess Guillermo Davila,M
25660,Lpez,Juan Manuel Dvila,M
25661,Davila,Luis,M
25662,Crdenas,Rodolfo Dvila,M
25663,Davila-Linden,Desiree Nicole,F
25664,Rodrguez,Duilio Csar Jean Pierre Davino,M
25665,Davis,Alistair,M
25666,Davis,Annett D. Buckner,F
25667,Jr.,"Anthony Marshon Davis,",M
25668,Davis,Barry Alan,M
25669,Davis,"Walter Francis ""Buddy""",M
25670,Davis,Calvin B.,M
25671,Davis,Charles Ditman,M
25672,Davis,Charles Edward,M
25673,(-Wrightsil),Clarissa Glennet Davis,F
25674,Davis,Clark,M
25675,Davis,Danny,M
25676,Cmara,David Davis,M
25677,Sr.,"Dwight Filley Davis,",M
25678,Davis,Edgar Morrison,M
25679,Davis,Edgar Brian,M
25680,Davis,Emma,F
25681,Davis,Errol,M
25682,Davis,Frank,M
25683,Davis,"Garvin ""Garry""",M
25684,Davis,"Eugene Lee ""Gene""",M
25685,Davis,Gladys Mary,F
25686,Davis,Glenn Ashby,M
25687,Davis,Hannah,F
25688,Davis,Heather,F
25689,Davis,Francis Howard Vincent,M
25690,Davis,Howard,M
25691,Davis,Ira Sylvester,M
25692,(-Hicks),Iris LaVerne Davis,F
25693,Davis,Irving Cyril,M
25694,Davis,Jack Wells,M
25695,Davis,James W.,M
25696,Davis,James-Andrew,M
25697,Davis,"Jeffrey Logan ""Jeff""",M
25698,Davis,"Jeffrey ""Jeff""",M
25699,Davis,Jessica Ellen,F
25700,Davis,John Bonthron,M
25701,Jr.,"John Henry Davis,",M
25702,Davis,Jonathan,M
25703,Davis,"Joshua Clark ""Josh""",M
25704,Davis,Julia Marion,F
25705,Davis,"Kenneth Bryan ""Kenny""",M
25706,Davis,Kevin James,M
25707,Davis,Kia,F
25708,Davis,Kyle,M
25709,Davis,Lucy,F
25710,Davis,Malachi John,M
25711,Davis,Marc Andrew,M
25712,Davis,Martin Jay,M
25713,Davis,Meryl Elizabeth,F
25714,Davis,Michael,M
25715,Davis,Carl Michael,M
25716,Davis,Nicole Marie,F
25717,Davis,Otis Crandall,M
25718,Davis,Paul Martin,M
25719,Davis,Francis Pierpont,M
25720,Davis,"Richard Dean ""Ricky""",M
25721,Davis,"Roderick Hopkins ""Rod""",M
25722,Davis,Scott,M
25723,Davis,Shani Earl,M
25724,(-King),Suzanne Davis,F
25725,Bell,Tofilo S. Davis,M
25726,Davis,Tracey,F
25727,Davis,Victor,M
25728,Davis,Walter Paul,M
25729,Davis,Walter L.,M
25730,Davis,Wayne Courtney,M
25731,Davis,"William Arthur ""Will""",M
25732,Jr.,"Howard Edward Davis,",M
25733,Davis-Gojnich,Karyn Dale,F
25734,Davis-Grossfeld,Muriel Evelyn,F
25735,Davis-Thompson,Pauline Elaine,F
25736,Davison,Bryce,M
25737,Davison,John,M
25738,Davison,Lea,F
25739,Davison,Michelle D.,F
25740,Davison,Richard John,M
25741,Davison,"Sarah ""Sally""",F
25742,Davitashvili,Aleksi,M
25743,Davitt,"Patrick James ""P. J.""",M
25744,Davoli,Angelo,M
25745,Davson,Percival May,M
25746,Davtyan,Artur,M
25747,Davtyan,Gevorg,M
25748,Davtyan,Hovhannes,M
25749,(-Smith),Christine Davy,F
25750,Davy,Nadia,F
25751,Davydenko,Nikolay Vladimirovich,M
25752,(-Samokhvalova),Tamara Viktorovna Davydenko,F
25753,Davydenko,Yekaterina Yevgenyevna,F
25754,Davydian,Nelson Amoiakovych,M
25755,Davydov,Igor,M
25756,Davydov,Nikolay,M
25757,Davydov,Oleg Anatolyevich,M
25758,Davydov,Sergey Dmitryevich,M
25759,Davydov,Vitaly Semyonovich,M
25760,Davydov,Yevgeny Vitalyevich,M
25761,(-Fyodorova),Alla Vasilyevna Davydova,F
25762,Davydova,Anastasiya Semyonovna,F
25763,Davydova,Irina Andreyevna,F
25764,Davydova,Nataliya Anatolivna,F
25765,Davydova,Valeriya,F
25766,(-Filatova),Yelena Viktorovna Davydova,F
25767,(Stone-),Irene Vivian Daw,F
25768,Daw,Robert W.,M
25769,Daw,Said,M
25770,Dawani,Nadin,F
25771,Daware,Baban Dharamji,M
25772,Dawe,"William ""Billy""",M
25773,Dawe,John Gregory,M
25774,(-Thompson),Dominique Margaux Dawes,F
25775,(-Spinks),Eva Dawes,F
25776,Dawes,Kenneth George,M
25777,Dawes,Scott Thomas,M
25778,Dawes,"William Lancelot ""Slotty""",M
25779,Daweye,Moussa,M
25780,Dawidowicz,Aleksandra Katarzyna,F
25781,Dawidowicz,Ryszard,M
25782,Dawkins,Edward James Eddie,M
25783,Dawkins,"Katrina Elizabeth ""Katie""",F
25784,Dawkins,Travis Sentell,M
25785,Dawn,Saidur Rahman,M
25786,Dawnay,David,M
25787,Daws,"Harry Ronald ""Ron""",M
25788,Dawson,Angela Jane,F
25789,Dawson,Craig,M
25790,Dawson,"Edward John ""Ed""",M
25791,Dawson,Glen Wilson,M
25792,Dawson,"James ""Jaimie""",M
25793,Dawson,"Matthew ""Matt""",M
25794,Dawson,Merlyn,M
25795,Dawson,"Michael ""Mike""",M
25796,Dawson,Peter Douglas,M
25797,Dawson,Peter Bruce William,M
25798,Dawson,Phyllis Massey,F
25799,Dawson,Rachel,F
25800,Dawson,Robert Terrance,M
25801,Dawson,Thomas Bryce,M
25802,(Kim-),Toby Soo-Chul (Bong-Seok) Dawson,M
25803,Dawswell,Horace Sydney,M
25804,Daxhelet,Paul,M
25805,Day,"William George ""Bill""",M
25806,Day,"Robert Winston ""Bob""",M
25807,Day,Christine,F
